exp_name,checkpoint,gpu,debug,data,repeat,window_size,no_cache,probed,rs,same,norm,sampling,no_msk_token,lr,bs,patience,num_epochs,scheduler,correct_loss,arch,num_layers,num_heads,head_dim,pe_dim,pe_base,pe_exp,mixer,dropout,m_alpha,mask_format,loss_format,use_leak,temperature,default_loader,test_r2,test_mse,val_mse,val_r2
diagstromer,-1,"0,1,2,3",False,./data/records/macho/full/fold_0/,1,200,False,0.5,0.2,0.2,zero-mean,True,False,1e-05,2500,20,10000,False,False,base,6,4,64,256,1000,2,512,0.1,-1000000000.0,K,rmse,True,0.0,True,0.7265903243770847,0.11272900325782372,0.05093393102288246,0.7321087121963501
